test/stochastic/0/hammer-v1/return	test/stochastic/0/hammer-v1/ep_length	test/stochastic/0/hammer-v1/success	test/stochastic/1/hammer-v1/return	test/stochastic/1/hammer-v1/ep_length	test/stochastic/1/hammer-v1/success	test/stochastic/average_success	epoch	train/return	train/ep_length	total_env_steps	current_task_steps	train/q1	train/q2	train/logp_pi	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/alpha/1	train/loss_reg	train/success	train/active_env	walltime
169256.12238438852	200.0	1.0	127141.05407444472	200.0	0.9	0.95	83	129753.45202259737	200.0	1660000	660000	454.4852	454.48004	3.996508	-908.6598	92.338	92.26919	0.09702003002166748	0.07619661167189479	0.057933915	0.99	1	46259.57908940315
181418.68979689069	200.0	1.0	120505.47685684086	200.0	0.9	0.95	84	128866.32867094781	200.0	1680000	680000	456.1863	456.1766	3.9742165	-912.0198	91.594666	92.27824	0.09702003002166748	0.0778697501514107	0.056996327	0.97	1	47183.06026625633
173221.28067683743	200.0	1.0	140085.33595140383	200.0	1.0	1.0	85	123346.12420821794	200.0	1700000	700000	459.33786	459.33566	3.9695683	-918.2773	91.50216	91.64786	0.09702003002166748	0.07775358066670597	0.056720946	0.96	1	48107.89437866211
185127.6022162371	200.0	1.0	116356.31940426426	200.0	0.9	0.95	86	132726.54293723378	200.0	1720000	720000	458.0866	458.0832	3.970322	-915.647	92.729904	93.29142	0.09702003002166748	0.07651695566736162	0.055873457	0.98	1	49032.61471796036
201722.12087982614	200.0	1.0	120125.74659953453	200.0	1.0	1.0	87	128326.99508004385	200.0	1740000	740000	458.86584	458.86075	3.9677167	-917.309	92.409454	92.43455	0.09702003002166748	0.07712132206708193	0.05602492	0.97	1	49953.10765171051
152582.53885096108	200.0	1.0	96747.5347792297	200.0	0.8	0.9	88	134076.73889619365	200.0	1760000	760000	461.27386	461.28015	3.964377	-922.0881	92.07956	92.85707	0.09702003002166748	0.0773001600369811	0.05716909	0.97	1	50876.742223501205
185758.83484748908	200.0	1.0	126906.36794285204	200.0	0.9	0.95	89	137711.94450999747	200.0	1780000	780000	464.21875	464.22604	3.977755	-927.9651	94.5058	95.299675	0.09702003002166748	0.07534661380462349	0.05793022	1.0	1	51798.91454052925
204075.75528693534	200.0	1.0	141875.7	200.0	1.0	1.0	90	131266.24415150358	200.0	1800000	800000	465.47595	465.4751	3.9715059	-930.429	94.62965	95.42486	0.09702003002166748	0.07626218707486987	0.057491425	0.98	1	52721.98402547836
203003.83880545836	200.0	1.0	160897.30660363694	200.0	1.0	1.0	91	132885.66397650426	200.0	1820000	820000	466.9044	466.9119	4.008638	-933.2698	97.05144	97.83657	0.09702003002166748	0.07563127086386084	0.057612427	0.96	1	53645.261768102646
152591.76111172908	200.0	0.8	136563.86294395098	200.0	1.0	0.9	92	134384.3209561368	200.0	1840000	840000	466.2361	466.2326	3.9911466	-931.8744	95.58234	95.84543	0.09702003002166748	0.07550569673590363	0.05714603	0.97	1	54568.97984004021
199906.21482751513	200.0	1.0	152383.3625236218	200.0	1.0	1.0	93	129595.34959900654	200.0	1860000	860000	467.0023	466.9949	3.995805	-933.48	93.355515	94.66524	0.09702003002166748	0.07663756865002215	0.05793636	0.96	1	55494.873238801956
198241.47360137134	200.0	1.0	115852.95540207834	200.0	1.0	1.0	94	127959.28957817495	200.0	1880000	880000	468.2403	468.24545	3.9888802	-935.9096	93.60642	94.73888	0.09702003002166748	0.07447158961370587	0.05631915	0.98	1	56418.024974823
185983.84	200.0	1.0	137468.86383627	200.0	1.0	1.0	95	131301.95312626797	200.0	1900000	900000	469.2638	469.26465	3.9908988	-937.9502	95.95083	96.7687	0.09702003002166748	0.07461329566575586	0.05651713	0.98	1	57340.950751543045
212064.3160808342	200.0	1.0	123277.98802098213	200.0	0.9	0.95	96	132196.46214944904	200.0	1920000	920000	469.9238	469.92395	3.9982808	-939.2624	97.080025	97.304115	0.09702003002166748	0.07560317333415151	0.057409607	0.99	1	58264.37379050255
219444.53467356352	200.0	1.0	119274.60751325288	200.0	0.9	0.95	97	128609.65690347513	200.0	1940000	940000	470.7807	470.7758	3.9989543	-940.9454	96.13819	96.665825	0.09702003002166748	0.0746224227592349	0.056832958	0.98	1	59186.94391584396
201215.56022329885	200.0	1.0	98009.2942805537	200.0	0.9	0.95	98	125859.5077027022	200.0	1960000	960000	471.0559	471.0437	3.9791894	-941.4111	96.573784	97.60217	0.09702003002166748	0.07536950168386101	0.05697398	0.93	1	60112.671684741974
185486.25451950717	200.0	1.0	123158.31378933112	200.0	1.0	1.0	99	124860.33791797726	200.0	1980000	980000	470.6599	470.65585	3.9917176	-940.705	96.88397	97.6202	0.09702003002166748	0.0744584969189018	0.056078017	0.98	1	61037.537719488144
201929.73561973724	200.0	1.0	145529.39111400954	200.0	1.0	1.0	100	132648.28128996756	200.0	2000000	1000000	470.0732	470.07916	3.9727578	-939.4463	97.35791	98.640236	0.09702003002166748	0.0734018561353907	0.05590326	0.98	1	61961.14103889465
