test/stochastic/0/push-v1/return	test/stochastic/0/push-v1/ep_length	test/stochastic/0/push-v1/success	test/stochastic/1/window-close-v1/return	test/stochastic/1/window-close-v1/ep_length	test/stochastic/1/window-close-v1/success	test/stochastic/2/hammer-v1/return	test/stochastic/2/hammer-v1/ep_length	test/stochastic/2/hammer-v1/success	test/stochastic/3/push-v1/return	test/stochastic/3/push-v1/ep_length	test/stochastic/3/push-v1/success	test/stochastic/4/window-close-v1/return	test/stochastic/4/window-close-v1/ep_length	test/stochastic/4/window-close-v1/success	test/stochastic/5/hammer-v1/return	test/stochastic/5/hammer-v1/ep_length	test/stochastic/5/hammer-v1/success	test/stochastic/average_success	epoch	train/return	train/ep_length	total_env_steps	current_task_steps	train/q1	train/q2	train/logp_pi	train/loss_pi	train/loss_q1	train/loss_q2	train/alpha/0	train/alpha/1	train/alpha/2	train/alpha/3	train/alpha/4	train/alpha/5	train/loss_reg	train/success	train/active_env	walltime
-72.07985910638918	200.0	0.0	-69.69769248778279	200.0	0.0	-66.15690941388053	200.0	0.0	-62.96284544699047	200.0	0.0	718.2476895957642	200.0	0.0	-41.624843698408355	200.0	0.0	0.0	1	-37.15269609712674	200.0	20000	20000	179.79347	179.79219	3.2250617	-183.20657	7.9691734	7.9158545	0.2839635856116289	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.0	0	589.1908037662506
21427.425982612374	200.0	0.2	-77.98384128428191	200.0	0.0	-86.35172001290861	200.0	0.0	479.9497658604752	200.0	0.1	-77.41222836667845	200.0	0.0	-40.26629872751893	200.0	0.0	0.05	2	215.03781633650172	200.0	40000	40000	334.98953	334.9875	4.005824	-335.72525	12.720807	11.638006	0.06300033699925989	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.02	0	1078.5258541107178
1534.0823087574354	200.0	0.0	-101.01761233338713	200.0	0.0	-49.039048710945494	200.0	0.0	-98.85498873383247	200.0	0.0	-67.99438852880819	200.0	0.0	-50.21058592605201	200.0	0.0	0.0	3	1397.4101717166589	200.0	60000	60000	438.46426	438.5018	4.074393	-440.7675	216.6727	201.35088	0.236560647245124	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.02	0	1404.2729020118713
3992.25801554938	200.0	0.1	73.98223401847571	200.0	0.0	-85.10954829259343	200.0	0.0	-7.574151422862693	200.0	0.0	-84.26406959337618	200.0	0.0	-76.09872555494002	200.0	0.0	0.016666666666666666	4	5057.768778324851	200.0	80000	80000	1031.9148	1032.0194	4.047162	-1033.7759	1862.0062	1672.84	0.5218981871053576	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.03	0	1755.2700526714325
24106.217547539887	200.0	0.2	-96.06916176886082	200.0	0.0	-80.43223217214025	200.0	0.0	-83.14056869715607	200.0	0.0	-50.87204807737132	200.0	0.0	-73.00122850384675	200.0	0.0	0.03333333333333333	5	15305.934856356163	200.0	100000	100000	2625.6714	2626.3218	4.063095	-2632.463	13264.478	12254.708	1.3534594982504844	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.25	0	2107.594939470291
5046.433727073445	200.0	0.6	-91.95650462556785	200.0	0.0	-35.28686136340569	200.0	0.0	-67.81445461523292	200.0	0.0	162.2832524008359	200.0	0.0	-48.11433860939267	200.0	0.0	0.1	6	16847.622544531252	200.0	120000	120000	6126.394	6126.6426	4.028775	-6156.9863	50444.758	47987.332	3.6388902416229247	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.4	0	2455.9648327827454
61016.31128051588	200.0	0.7	-99.70832758852808	200.0	0.0	-46.113910074878916	200.0	0.0	-32.36653491414343	200.0	0.0	-74.35409852401392	200.0	0.0	-40.69521347035007	200.0	0.0	0.11666666666666667	7	26941.67715167812	200.0	140000	140000	9495.732	9495.383	4.0225	-9522.449	93714.42	96669.305	4.100881187903881	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.45	0	2814.479287147522
69970.53750068518	200.0	0.3	-71.75065284044939	200.0	0.0	-31.100169949254262	200.0	0.1	-48.45406802425977	200.0	0.1	-91.0896194383524	200.0	0.0	-42.66096903274288	200.0	0.0	0.08333333333333333	8	56923.482217807396	200.0	160000	160000	13318.745	13318.737	4.0268373	-13362.918	155048.9	165514.95	5.749492134523392	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.52	0	3290.152094602585
30091.574979232035	200.0	0.7	-93.81308276556675	200.0	0.0	-31.804707215513986	200.0	0.0	-60.874755160560426	200.0	0.0	326.2923145239243	200.0	0.0	-65.79019852659366	200.0	0.0	0.11666666666666667	9	57922.071053189546	200.0	180000	180000	20160.496	20160.326	4.010011	-20227.957	290155.8	309260.12	8.410094229865074	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.63	0	3695.035846710205
84044.38617080923	200.0	0.5	-95.20699843461365	200.0	0.0	-32.085169549713946	200.0	0.0	-59.34222365260623	200.0	0.0	-39.0475329113461	200.0	0.0	-65.45259007555848	200.0	0.0	0.08333333333333333	10	70674.29660561832	200.0	200000	200000	27054.395	27053.766	4.0192018	-27135.906	527288.4	556424.6	11.092156623792649	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	2.7182817459106445	0.0	0.76	0	4141.489588260651
